Distance_km,Transport_Mode,Weather,Traffic_Level,Fuel_Price,Carrier_Rating,Warehouse_Time_hr,Delivery_Delay_hr
2221,Rail,Fog,Medium,116.62252105403216,4.9,44,41.11
2887,Air,Clear,High,101.53042358253047,3.9,46,50.2
2511,Ship,Rainy,Low,116.70776718965033,3.2,20,20.17
2053,Ship,Clear,High,107.85833127062598,2.1,26,51.04
1798,Truck,Fog,Medium,75.17175833243812,5.0,32,22.34
735,Rail,Clear,Medium,81.55756837813385,3.4,13,13.62
2210,Ship,Storm,Low,89.70852272917531,3.7,5,34.22
2985,Ship,Rainy,High,78.5053441006038,3.7,44,57.18
2219,Rail,Storm,High,94.74558023883303,4.4,42,51.4
1617,Air,Storm,Low,93.56840778507453,1.0,13,32.1
1295,Rail,Rainy,Medium,117.81295990136906,1.9,41,23.28
88,Air,Rainy,Medium,91.68639414479888,3.7,11,8.93
2594,Ship,Clear,High,109.28134021439989,4.6,37,38.98
829,Ship,Rainy,High,117.095527242574,3.7,32,23.62
1306,Ship,Storm,High,113.84944154869928,2.7,45,48.65
2246,Truck,Storm,High,80.4333812255796,2.4,42,56.12
2758,Truck,Fog,High,94.80149471267721,4.0,18,33.3
1977,Truck,Rainy,Medium,87.38698911479628,4.0,29,33.24
351,Rail,Storm,Medium,89.99293475686078,3.4,15,18.96
2335,Ship,Fog,Medium,88.04034131228757,2.2,20,30.56
696,Ship,Fog,Medium,111.3179605087502,4.7,44,17.56
712,Rail,Clear,Low,92.60695275612237,3.2,36,24.04
2333,Truck,Storm,Medium,96.18471661223441,4.2,5,25.11
1809,Rail,Clear,Low,119.12236785235373,1.9,40,42.14
2300,Truck,Storm,Medium,72.99896360957582,2.4,37,47.26
305,Ship,Clear,High,94.39788198953744,4.5,33,24.7
647,Air,Clear,High,108.7030853473058,1.2,18,20.5
711,Truck,Rainy,High,77.55809790941133,3.0,19,18.97
284,Ship,Clear,Low,100.5765797307387,2.9,32,19.17
1418,Ship,Rainy,Medium,81.97323897672334,4.0,42,38.15
2631,Air,Fog,Medium,113.37020566122837,2.1,22,40.91
2957,Ship,Storm,Low,86.35498327000397,1.9,41,60.66
819,Ship,Fog,Low,86.45314084504548,4.7,1,2.24
2638,Truck,Storm,Low,99.90969392589467,3.3,25,39.75
262,Truck,Fog,Low,79.17814540599544,1.4,20,11.3
512,Air,Storm,Low,84.24443194515305,1.8,35,24.45
2533,Air,Clear,High,90.83159250597058,5.0,45,47.71
332,Ship,Storm,Medium,87.68189315700552,1.8,6,14.92
1536,Truck,Storm,Low,96.24386090027912,3.4,6,11.76
1480,Air,Fog,High,99.98200720344832,2.7,37,36.09
137,Air,Fog,Low,98.33337268750823,4.5,3,-4.06
1117,Rail,Fog,High,102.7084155995966,4.0,37,29.25
510,Air,Rainy,Low,85.38747583039101,3.4,31,15.59
2375,Ship,Rainy,Medium,76.3213113577514,1.0,35,32.54
2518,Truck,Storm,Low,108.04037707155385,4.5,45,44.8
1774,Air,Storm,Low,112.5390191315341,2.8,15,34.81
1426,Rail,Clear,Medium,82.85031161112161,4.7,17,13.36
2793,Truck,Clear,Medium,90.35459780790099,3.0,15,31.13
564,Air,Storm,Low,94.92846084817776,3.8,5,7.81
752,Rail,Rainy,Medium,96.66634213764682,1.3,22,16.02
1703,Air,Storm,Medium,102.9745085543826,4.0,46,30.52
2116,Truck,Clear,High,72.08016166776606,2.4,11,34.09
72,Truck,Rainy,Medium,106.07385413670085,2.4,28,18.96
2510,Truck,Rainy,Medium,73.09855034897052,1.5,14,23.77
1103,Ship,Clear,Low,93.4144283836434,1.6,39,22.63
1880,Air,Storm,Low,111.3835567784597,1.7,3,29.1
2205,Ship,Fog,High,92.56076566391981,2.3,42,53.82
1354,Truck,Storm,Low,77.45448743841239,4.6,11,19.83
1184,Rail,Storm,Medium,119.25169225029799,2.5,30,25.69
2233,Air,Clear,Medium,114.46427310371317,3.9,38,32.49
411,Ship,Rainy,Medium,108.5656816612507,1.3,5,-1.14
2226,Air,Clear,Low,90.57558014496053,3.4,22,23.12
1949,Rail,Storm,Medium,79.19228634446489,2.9,13,28.67
1334,Ship,Fog,Medium,117.07055907092507,4.9,44,20.89
564,Truck,Fog,High,96.61755632585695,4.4,21,11.45
498,Ship,Fog,High,112.61777301937425,2.8,37,26.25
1973,Air,Clear,High,87.10475028797129,4.1,25,33.11
1556,Air,Rainy,Low,86.76441585397353,1.8,21,15.34
1297,Air,Clear,Medium,119.27702403370196,3.2,28,22.55
1905,Air,Fog,Medium,96.09165242474249,1.3,41,35.04
923,Truck,Storm,Medium,77.03477119303732,2.4,4,20.03
2570,Ship,Rainy,High,80.98373389973537,1.9,29,48.3
1478,Truck,Clear,Medium,94.09721396963604,3.9,47,27.76
2399,Truck,Clear,Medium,72.12354552442056,3.0,35,38.56
2328,Truck,Rainy,Medium,93.12669926891502,4.0,23,22.6
1804,Air,Rainy,Medium,90.94704210400639,3.1,7,21.96
972,Air,Storm,Medium,108.96681326597434,1.3,46,36.12
2209,Air,Rainy,Low,87.74709822446209,3.9,46,39.05
1086,Ship,Storm,Medium,119.12743807697997,4.3,9,15.82
1466,Rail,Fog,Low,79.03849596504516,4.6,23,11.88
2597,Air,Fog,Medium,99.54933424840675,3.3,3,25.37
2695,Ship,Clear,Low,74.48496485041274,4.0,9,20.38
2331,Air,Fog,Medium,106.69319919969911,4.0,4,8.81
2699,Air,Fog,Medium,119.73768440309857,1.6,25,21.88
363,Truck,Storm,Medium,110.95693188758162,1.7,6,8.85
2663,Truck,Clear,Medium,97.78517703601506,1.3,18,39.91
2306,Truck,Rainy,High,94.2370678699846,2.3,45,55.25
2047,Ship,Clear,Medium,111.75149806334235,2.9,7,14.58
1087,Rail,Fog,Low,116.7987042355362,5.0,35,16.5
1706,Rail,Rainy,High,119.46032628990466,2.7,31,32.84
2684,Ship,Clear,High,89.82696137822421,3.9,38,39.37
1828,Air,Clear,Medium,119.54587373972561,3.8,32,21.94
1064,Ship,Clear,Low,77.79631260869158,1.8,35,29.45
1143,Air,Clear,Low,82.67748879659545,1.2,28,25.55
1174,Ship,Storm,High,74.4508062366948,3.2,44,46.71
747,Ship,Clear,Low,83.58692582422408,3.8,5,-4.31
2229,Ship,Fog,Medium,108.39687758090056,5.0,30,27.79
1454,Rail,Fog,Medium,112.6462179089225,2.4,22,9.22
1205,Truck,Storm,Medium,108.9446322551286,4.6,17,25.56
1093,Ship,Rainy,Medium,101.55328890838481,2.5,10,12.22
1979,Rail,Rainy,Medium,95.69832562613229,3.8,7,8.96
2633,Truck,Fog,High,105.43521446068232,3.4,4,37.61
1063,Truck,Fog,Medium,89.54167746336108,1.2,42,20.25
276,Ship,Storm,Medium,112.06541757498509,1.3,27,26.31
1878,Air,Rainy,High,103.85950469883927,1.1,7,30.86
1542,Air,Rainy,High,104.89023492472043,2.5,23,23.72
871,Air,Clear,High,96.79679965645356,4.0,11,14.02
2073,Ship,Clear,Low,114.26144921055862,1.7,8,13.15
920,Air,Clear,Low,82.60073668395262,3.4,8,-7.83
2502,Rail,Storm,Medium,89.05738266805254,2.2,37,43.78
2299,Rail,Fog,Medium,108.88212848388446,4.2,5,14.01
2135,Rail,Storm,Medium,94.63744480646689,4.2,7,29.67
1845,Rail,Rainy,Low,114.46070067120954,4.1,22,21.59
237,Truck,Fog,Medium,87.31996598814261,3.1,36,14.64
1130,Rail,Clear,Medium,88.46650844098224,2.1,2,3.03
990,Air,Storm,Low,114.43678946933127,4.2,24,20.85
2370,Ship,Storm,High,93.21851600910205,1.7,2,34.65
2680,Air,Clear,Low,95.80622921012434,2.2,12,22.28
2613,Rail,Storm,Medium,86.63818576678398,1.7,47,53.26
575,Truck,Clear,Low,83.83349710895409,3.7,42,19.72
385,Rail,Rainy,High,102.7974355419196,3.7,26,14.59
2795,Ship,Fog,High,75.9920330770602,3.6,38,46.13
1128,Air,Rainy,High,113.96363205914545,2.7,45,39.85
2597,Ship,Rainy,High,108.96015683825539,1.4,6,31.67
2997,Ship,Clear,High,79.53741318529013,4.6,23,33.6
2863,Ship,Storm,High,104.70099729122828,3.0,2,44.45
2633,Air,Rainy,Medium,100.13164606428174,2.6,26,35.46
211,Rail,Rainy,Medium,79.22675253683221,3.4,14,3.95
643,Ship,Rainy,Low,83.66017530251162,1.8,18,14.96
1988,Air,Storm,Medium,90.44932518669172,1.5,38,48.16
2256,Truck,Storm,High,104.9621367622737,2.6,32,51.5
109,Air,Clear,Medium,101.9361704408503,1.9,14,16.25
1951,Truck,Rainy,Low,96.6117423838349,2.0,30,24.09
2308,Air,Fog,High,108.4205271557017,4.6,13,25.45
455,Rail,Storm,Medium,107.8968869803083,3.1,40,33.19
713,Ship,Clear,Medium,100.8929577031128,2.9,31,17.54
1182,Rail,Rainy,Low,109.34950416924127,3.8,37,26.51
1149,Air,Fog,High,86.71316873896046,4.8,45,33.24
591,Ship,Storm,Low,114.06247641613028,1.4,38,38.98
1387,Truck,Fog,High,100.74550429009705,4.3,22,19.23
1047,Air,Storm,High,111.11817569062153,3.3,28,42.58
1190,Ship,Clear,Medium,97.3139552395142,1.6,19,24.05
917,Truck,Fog,Low,80.92191224943402,2.2,43,20.22
2116,Truck,Rainy,Low,97.12050643391544,2.9,16,26.51
481,Rail,Rainy,Low,88.5555831888294,3.8,5,-0.51
789,Air,Storm,High,104.87495180185473,2.0,44,40.86
1423,Truck,Rainy,Low,93.78968958673678,3.1,2,-0.41
232,Ship,Fog,High,111.80564024638439,3.7,10,2.87
2210,Truck,Clear,Low,103.90362561609584,2.8,47,43.54
1256,Truck,Storm,Low,104.2272216515662,4.5,19,27.13
2578,Rail,Fog,Medium,80.85776667455325,4.5,20,25.73
1219,Rail,Storm,Low,119.21248832456452,2.9,29,34.97
880,Ship,Clear,Medium,112.08376046357444,4.9,25,16.23
1701,Rail,Storm,Medium,109.45024422803473,1.3,17,33.68
1186,Truck,Rainy,High,86.51076125800137,1.0,13,20.75
2860,Truck,Rainy,Low,96.7815826423616,2.5,45,48.31
525,Rail,Storm,Low,76.85515940371643,3.4,16,18.88
2860,Truck,Clear,Low,96.9237988331353,3.5,35,42.47
1376,Truck,Clear,Medium,77.29446232416436,2.9,36,30.29
1020,Ship,Rainy,Low,97.65189219948006,1.5,39,19.89
1069,Rail,Clear,High,102.43609400774528,1.7,3,14.24
1191,Truck,Storm,High,89.50979836249512,4.4,9,16.12
1886,Rail,Fog,Low,94.92724391656466,4.5,40,33.59
210,Ship,Storm,Medium,113.78266938372929,3.7,46,26.64
2498,Rail,Rainy,High,75.42815723514047,3.7,29,42.23
247,Truck,Rainy,High,109.58664464998265,3.4,5,-1.21
1333,Rail,Rainy,Medium,78.53772754980982,1.8,3,18.23
709,Truck,Clear,High,71.83539914023142,2.7,10,8.72
1825,Truck,Storm,Medium,79.27873013725238,3.8,31,40.02
1120,Truck,Fog,High,108.25215949852449,3.1,11,19.09
2060,Ship,Storm,Medium,90.256303666843,1.1,17,35.95
448,Rail,Fog,High,113.6260258423091,4.8,40,21.53
1783,Ship,Storm,Low,96.23537705911329,4.4,41,36.34
1632,Rail,Rainy,High,71.11251759631655,2.0,8,30.8
2175,Ship,Fog,High,105.83568048009633,3.5,2,23.81
2221,Air,Storm,Low,75.51164543606164,4.7,4,18.46
124,Truck,Clear,Low,109.46898167309622,1.4,16,4.52
2234,Truck,Clear,Low,78.405127490259,3.0,41,37.48
651,Ship,Storm,Low,87.27231929027568,2.8,41,35.9
886,Air,Rainy,Medium,108.06357148126801,2.6,21,11.14
1578,Truck,Fog,Medium,117.71156787382108,4.3,5,6.99
549,Rail,Storm,High,88.57169753233661,2.5,35,36.11
1646,Ship,Clear,High,111.47001100994679,1.3,14,33.23
187,Truck,Fog,High,79.53961327379193,1.3,15,7.93
2147,Truck,Clear,Medium,110.35898851012456,1.2,6,24.6
1844,Ship,Clear,High,102.87470296281255,2.6,16,26.92
1022,Ship,Storm,High,79.63717536061841,3.9,23,30.3
1692,Rail,Clear,Medium,85.12519801757058,1.8,31,38.83
1935,Rail,Fog,High,76.5885444298518,3.6,42,40.17
2351,Truck,Rainy,Medium,89.14835055321566,3.7,46,42.88
2078,Truck,Storm,Medium,80.18243205616388,2.0,12,36.37
2807,Ship,Fog,Low,102.19989768152368,3.4,41,35.87
1950,Truck,Storm,Low,119.72525521102793,3.7,19,22.37
2660,Truck,Clear,Medium,70.6004581542132,2.9,12,30.9
2854,Ship,Clear,Medium,97.04599066436494,2.3,45,41.02
1499,Truck,Fog,Low,98.68332987745049,3.5,13,6.17
596,Truck,Fog,High,115.71043948404059,4.9,2,10.29
971,Air,Rainy,High,95.30026673834688,2.7,20,17.21
630,Rail,Fog,High,97.18507098224588,2.6,31,20.74
1422,Ship,Fog,Medium,93.58264006641943,2.9,9,22.79
2006,Air,Storm,Low,83.44521522807406,1.3,21,29.66
2053,Rail,Clear,High,72.80145666244569,3.2,8,19.85
2146,Rail,Fog,Low,90.43288411049181,2.3,39,34.06
753,Rail,Rainy,Low,72.62957356203393,1.5,37,21.83
2358,Air,Fog,Medium,97.52462347329589,2.9,29,27.81
2453,Air,Clear,High,85.36468216211466,1.0,19,34.24
1675,Rail,Fog,Low,96.6801200762714,2.6,35,36.6
687,Truck,Storm,Medium,76.71484821975933,1.4,45,37.88
2840,Truck,Clear,Medium,116.63149828696798,1.1,38,48.13
1059,Air,Fog,Medium,114.72606217749674,4.3,26,14.3
690,Air,Storm,High,79.49982546011422,4.7,11,22.45
2889,Air,Clear,High,87.17221416470049,1.8,36,55.95
2709,Rail,Fog,Medium,100.67463859259898,3.2,35,33.21
1911,Truck,Storm,High,74.78431036529531,2.1,4,36.23
2906,Air,Rainy,High,87.72839105580755,3.0,3,36.04
1255,Air,Storm,Low,82.5556143409503,2.7,45,47.37
735,Ship,Rainy,Medium,115.77583643583483,2.1,47,36.39
1901,Rail,Fog,Medium,112.62553181446026,3.8,12,17.76
237,Ship,Storm,High,98.99163706334319,1.5,32,39.06
1669,Truck,Rainy,Medium,96.01731684357871,1.2,47,24.44
1737,Ship,Clear,Medium,116.53628972726986,4.1,26,29.93
1034,Ship,Storm,Medium,116.62138914894076,3.7,43,30.81
597,Ship,Fog,High,118.46650626758301,3.0,43,28.26
2822,Rail,Clear,High,76.26894420540938,2.9,13,39.13
1481,Truck,Rainy,High,78.02789053815852,3.0,44,38.04
925,Ship,Storm,Low,103.83683493399434,2.7,38,33.83
667,Rail,Storm,Medium,97.07172383049225,2.6,29,33.91
2511,Truck,Fog,Low,70.9232952446618,3.0,19,26.69
1415,Air,Clear,High,73.09875179947596,3.1,35,28.02
1293,Ship,Storm,Low,114.40401911294026,3.8,41,44.9
952,Truck,Storm,Medium,113.44353977696932,3.8,27,28.05
212,Ship,Clear,Medium,87.86354609980225,2.5,46,29.73
2024,Air,Storm,High,114.55253084652674,2.7,31,52.66
319,Truck,Clear,High,99.6837537198951,2.5,3,1.07
681,Rail,Clear,Low,110.29528235094509,3.1,35,21.34
955,Truck,Clear,High,91.37155355801072,2.8,24,19.03
2064,Rail,Fog,Low,75.66991636724543,4.6,7,14.98
1691,Truck,Clear,Medium,91.68635313230081,3.8,35,26.43
254,Rail,Clear,Medium,92.8649898998449,4.6,21,-4.25
631,Air,Rainy,Medium,97.54720969203015,3.8,1,-4.85
1629,Air,Rainy,Medium,75.2791356452214,4.9,44,39.52
890,Air,Fog,Medium,119.57009315248058,3.5,6,6.09
1886,Truck,Clear,Low,82.20684104034532,4.9,39,27.68
1301,Air,Rainy,Medium,79.92762017685465,1.6,34,35.87
1769,Ship,Rainy,Low,96.34014594279682,1.2,18,22.31
1692,Air,Storm,Medium,96.86040896974443,3.3,25,32.36
2693,Rail,Clear,Low,91.99103689166222,4.9,15,29.58
2347,Rail,Rainy,Low,108.59460731626272,2.7,47,39.57
924,Rail,Fog,Low,95.83272003643013,1.8,32,17.91
1514,Truck,Storm,High,100.4847727572492,3.1,42,36.67
2293,Ship,Storm,Low,106.18731927038928,3.6,18,30.05
739,Air,Clear,Low,71.25125507819332,2.3,31,13.56
2060,Ship,Clear,Medium,98.53220912725224,3.9,29,28.09
2736,Ship,Storm,Low,114.20972356141846,4.9,15,32.01
1472,Rail,Fog,Low,70.8694371462717,4.6,23,27.81
2051,Rail,Clear,High,90.25910519004805,2.2,38,37.82
721,Rail,Clear,Medium,116.3113725102915,2.3,41,30.11
1221,Truck,Storm,High,87.65772011412689,2.5,11,31.81
1545,Ship,Storm,High,92.93644121001205,2.6,15,39.78
993,Ship,Clear,High,119.07706965221564,1.4,23,30.36
2296,Truck,Rainy,Low,79.9661929475287,4.0,3,5.37
1499,Truck,Clear,High,73.2627594562503,2.5,19,27.43
2589,Truck,Rainy,High,112.97112954306522,4.5,1,24.08
945,Ship,Storm,Medium,113.42326706061843,4.7,24,16.39
2239,Ship,Rainy,Medium,93.60389173400065,1.1,11,27.99
1386,Rail,Fog,Medium,95.71035872386432,5.0,30,27.44
214,Rail,Storm,Medium,111.79031848089181,3.8,11,-3.33
2411,Ship,Clear,High,106.92797490578975,3.1,39,42.74
2118,Rail,Clear,Medium,83.25745011085053,2.6,1,10.25
1155,Truck,Storm,Low,70.84466775357592,3.1,12,21.71
1803,Air,Storm,High,93.98500812667729,2.3,4,31.8
2402,Rail,Fog,Medium,112.94561630478208,3.5,25,26.49
1988,Ship,Storm,High,114.79173383450811,1.4,8,42.53
420,Rail,Clear,Medium,117.8113098538077,3.5,15,12.88
1930,Rail,Fog,High,113.97816188063906,2.1,43,57.91
902,Rail,Clear,Medium,99.00217776490491,1.1,30,18.12
433,Air,Rainy,Low,92.23027996180505,3.2,40,8.83
1981,Truck,Storm,Medium,108.74249232670496,3.3,32,42.01
2542,Ship,Rainy,High,106.99108171827982,2.7,44,58.07
474,Air,Clear,High,96.90717150407272,1.3,35,31.71
2258,Ship,Rainy,Low,74.36636862792345,4.6,21,31.91
678,Ship,Rainy,High,116.30406733934595,3.4,31,22.35
944,Ship,Clear,Low,92.78012687508311,1.5,36,21.39
2587,Air,Clear,High,88.16668909581321,3.0,27,41.95
2424,Truck,Storm,High,101.47836975843859,3.0,44,56.59
647,Ship,Rainy,Low,103.69189805834884,1.2,8,11.39
2386,Truck,Fog,High,80.53439585151507,3.4,23,41.41
642,Truck,Fog,High,111.84694224049781,4.2,23,22.76
1737,Rail,Clear,Low,84.4968546831189,4.0,42,32.92
622,Air,Clear,Medium,79.33419629571583,1.8,33,20.35
2125,Air,Rainy,Low,90.31999264272487,4.4,13,22.92
2140,Rail,Clear,High,106.52800404487326,2.4,39,34.29
1754,Rail,Fog,Medium,118.27290892199017,4.8,35,26.49
2520,Truck,Storm,Medium,110.46406321857165,1.3,16,40.86
226,Ship,Storm,Medium,117.01741888350958,2.9,12,13.53
578,Air,Rainy,Low,77.03029020382634,3.4,31,14.04
1683,Ship,Storm,Medium,73.55883994318384,2.0,5,27.49
1015,Ship,Clear,Medium,97.88523809533356,4.1,40,19.08
1567,Rail,Clear,Medium,84.51487415220171,3.5,44,36.32
247,Ship,Clear,High,111.40274864846364,1.1,25,23.14
2707,Truck,Clear,Low,103.5993935701163,3.4,21,31.52
2939,Rail,Rainy,Low,118.53640819928972,3.0,3,21.4
902,Ship,Storm,High,82.7396177865652,1.8,10,32.5
1587,Rail,Fog,Medium,94.28920571776162,5.0,23,18.4
2119,Truck,Storm,High,95.06202387126766,4.6,17,34.71
1130,Truck,Clear,High,81.9588397428688,2.2,42,35.62
2939,Ship,Fog,Medium,99.50466997440039,3.2,35,43.64
147,Rail,Rainy,Medium,92.16429930396197,2.3,25,12.13
1953,Ship,Clear,Low,92.33607779949368,4.1,2,14.77
484,Ship,Clear,Medium,88.13683239862418,4.7,27,9.4
686,Rail,Fog,High,70.84646762127676,2.4,46,38.19
637,Ship,Rainy,High,96.10476184573945,4.2,9,16.66
393,Truck,Fog,Medium,86.76239178501656,3.0,4,3.62
1367,Rail,Rainy,Low,70.06599344921648,2.6,26,18.53
2029,Rail,Clear,High,85.3971853830966,4.8,32,29.4
620,Rail,Storm,Medium,83.93141665448785,3.0,29,21.98
660,Rail,Clear,Low,89.6724076611818,2.9,22,21.57
1777,Ship,Storm,Low,76.59259948216985,3.7,47,45.28
2340,Ship,Storm,High,95.38419123175422,2.0,13,54.53
1904,Truck,Rainy,High,104.6220176259065,2.3,23,33.34
2658,Air,Fog,Low,101.50927845272862,4.7,31,31.39
1009,Air,Rainy,Low,110.18774737845953,3.7,41,22.82
2129,Truck,Clear,Low,92.60041439935407,4.3,36,30.23
2488,Air,Fog,Medium,95.95458651698641,2.1,40,36.81
2374,Truck,Storm,High,110.52009704294917,3.2,31,45.1
581,Ship,Storm,Low,91.38505854096192,4.9,15,16.02
1227,Rail,Clear,High,105.07996749497985,2.3,14,27.94
2480,Rail,Fog,High,91.73011843589958,1.6,35,59.32
1141,Ship,Clear,High,90.88680972557813,3.0,24,23.24
1951,Rail,Clear,Low,108.010281226458,2.6,30,27.55
933,Rail,Rainy,Medium,78.74184577331056,1.6,30,17.27
2311,Air,Clear,Low,86.92929859707868,4.6,27,33.04
1728,Ship,Fog,High,81.20861383734508,5.0,40,39.35
2473,Air,Clear,Low,87.95549714837986,3.3,14,20.75
2841,Air,Fog,Low,81.5187411183012,4.1,45,38.2
2310,Rail,Storm,High,98.97028155433273,4.4,47,60.56
2176,Rail,Clear,High,109.90854013089226,3.8,11,29.58
1799,Ship,Fog,Low,109.33065306089509,1.2,47,42.88
2725,Rail,Storm,Low,88.22504822743963,1.6,44,51.64
2701,Rail,Fog,Low,119.43802029471308,1.3,26,28.02
831,Ship,Storm,Low,99.69271823529004,1.0,21,22.44
2777,Rail,Rainy,Medium,89.97001508891474,2.2,9,31.31
2155,Air,Clear,Low,111.77696396207128,2.6,47,50.41
930,Ship,Clear,Medium,106.49370063213203,2.0,1,3.65
496,Rail,Storm,High,107.46376684120523,1.3,44,53.74
2163,Truck,Rainy,Medium,79.80696748669358,3.1,6,22.58
1833,Ship,Fog,High,93.41621536842776,2.1,1,15.66
1327,Ship,Rainy,Medium,113.09140654123013,4.2,22,16.94
2041,Truck,Fog,High,95.20190038143787,1.0,13,37.23
1117,Rail,Fog,Low,104.17263717105251,4.4,38,9.24
1627,Rail,Clear,Medium,99.39668665171322,4.8,45,32.39
1061,Ship,Storm,Medium,112.1178393859191,3.9,41,39.17
2324,Ship,Clear,High,84.22804198808014,3.9,40,45.43
823,Rail,Clear,High,98.77376389431825,4.7,31,22.02
2776,Rail,Clear,Medium,76.16173340049019,1.8,15,30.8
1864,Air,Fog,High,104.51053883497339,5.0,2,16.48
2698,Ship,Clear,Low,106.59839191763561,4.1,31,28.4
2476,Ship,Fog,Medium,72.14186605944992,3.9,26,26.52
1251,Truck,Storm,Low,103.78954818139925,2.4,2,16.63
1500,Air,Fog,Medium,90.73450770828931,3.2,11,14.67
2806,Rail,Fog,Low,76.20484380548412,3.6,33,34.58
356,Air,Rainy,Medium,90.99537738492339,3.5,18,1.21
828,Rail,Clear,High,79.71164648477908,3.8,21,22.98
2601,Rail,Clear,Medium,90.77797660616582,1.3,31,40.76
2365,Air,Clear,Low,89.21695139792638,2.4,26,29.15
57,Ship,Clear,Medium,106.91958184680287,2.7,30,12.7
2605,Rail,Rainy,Low,108.71077790831794,2.0,39,39.28
525,Air,Rainy,Low,100.35143271922733,1.7,21,12.67
1370,Truck,Rainy,Low,71.13434210912237,1.6,16,23.38
2261,Air,Rainy,High,116.5511139535497,2.5,7,26.09
534,Truck,Clear,Medium,104.31166400482238,3.0,22,4.48
2664,Rail,Fog,Low,71.70977249605944,1.3,7,26.81
954,Air,Storm,High,110.9416449607059,4.8,2,12.12
608,Air,Rainy,Low,80.0133077358998,4.1,37,14.99
2017,Truck,Fog,Medium,98.96105947855534,3.9,14,17.97
2335,Air,Rainy,High,93.33171849750936,1.7,8,19.63
1177,Air,Clear,Low,90.99193911775383,3.4,29,22.12
1283,Rail,Clear,Low,114.48568600621988,3.1,44,27.72
2651,Air,Fog,Low,91.86806457813074,4.9,7,26.12
2925,Ship,Fog,Medium,73.76720587865753,4.0,38,41.33
517,Truck,Fog,High,117.33193636074762,3.3,45,32.75
2483,Air,Clear,High,116.02676156198137,4.4,22,40.98
2872,Truck,Clear,High,104.22163447907994,1.6,44,54.86
897,Truck,Storm,Low,93.39462640660125,1.1,17,25.27
2484,Truck,Fog,High,74.64297364717606,3.8,16,25.37
2974,Air,Storm,Low,109.53740592887381,1.4,33,59.64
308,Air,Rainy,Medium,73.77389572120144,1.5,39,18.85
332,Truck,Storm,High,73.43004924475729,4.0,35,25.79
1699,Ship,Rainy,Low,96.86919212196841,2.1,38,35.49
1948,Truck,Rainy,High,78.00641200923201,3.5,32,25.58
89,Ship,Storm,High,70.38651336701744,4.7,3,8.84
2583,Truck,Fog,Medium,91.1556715497893,2.3,3,27.27
2317,Rail,Rainy,High,76.8608615805033,1.9,8,29.18
1064,Truck,Fog,Medium,78.02577076403456,1.4,46,27.25
662,Truck,Clear,High,73.84553193676673,1.5,31,25.04
1965,Air,Rainy,High,80.25468768618049,1.2,9,19.7
737,Ship,Clear,High,105.77420898871947,1.4,5,18.65
662,Rail,Storm,High,110.44636536088957,2.7,28,32.61
2357,Ship,Fog,High,92.62668220146503,2.3,15,33.11
2463,Rail,Storm,High,95.32769079407089,3.8,27,47.19
1831,Truck,Rainy,Medium,71.63275172971014,4.5,42,30.38
1860,Air,Clear,Medium,73.46581306856584,4.1,31,29.17
2641,Air,Rainy,Low,82.87838628247584,3.1,40,39.95
2746,Ship,Storm,High,97.19492103565737,1.4,18,44.85
1597,Air,Fog,Medium,106.97755743674965,3.8,38,30.25
1980,Ship,Fog,High,100.25015306690165,2.5,4,27.29
2911,Ship,Rainy,High,89.60639274933942,1.3,21,46.04
1202,Rail,Rainy,Medium,75.91620365015692,4.4,47,32.1
624,Ship,Clear,High,109.03866174435947,2.4,42,30.59
1960,Rail,Storm,Medium,88.18930257995285,1.9,23,42.86
1062,Air,Rainy,Medium,106.80270072413948,4.5,45,31.16
719,Ship,Clear,Low,95.64894209571709,4.6,22,11.9
318,Ship,Rainy,Low,106.93310267809126,2.4,1,-4.86
1333,Truck,Fog,Low,115.3644780726286,2.4,25,20.38
973,Ship,Clear,Low,116.0514758026901,3.3,41,29.82
1175,Ship,Clear,High,96.75533900003018,3.9,28,18.46
1579,Truck,Rainy,High,95.57541823828194,1.3,37,37.73
1808,Truck,Storm,Low,83.28392327514186,3.4,11,25.07
1644,Air,Fog,Medium,116.78999157646456,4.8,22,13.51
296,Ship,Storm,Medium,92.89595835998105,2.0,25,25.82
1610,Air,Clear,Medium,76.37956196436886,4.6,21,19.28
2228,Air,Storm,Medium,91.6352457313275,4.8,36,37.12
2450,Truck,Clear,High,76.35266251190019,2.1,20,41.33
2293,Rail,Storm,Medium,95.12658421285376,4.0,16,32.14
1989,Air,Rainy,Medium,98.0637757428106,2.0,28,25.44
979,Rail,Storm,Low,86.88778807467926,4.0,29,22.73
2742,Ship,Clear,Medium,73.58253071157424,4.2,26,34.2
276,Truck,Fog,High,117.17517678166195,2.0,40,31.46
2798,Ship,Fog,Medium,108.66765567417147,3.9,2,18.75
314,Ship,Fog,Medium,111.94405402525605,4.2,10,2.46
1445,Truck,Clear,High,88.34341971431147,2.4,13,32.06
1507,Ship,Storm,Low,108.04155150097253,1.7,15,22.88
695,Truck,Fog,High,94.26864475845971,1.4,9,18.43
2308,Rail,Fog,Low,80.0541744203023,3.3,27,34.13
1468,Ship,Fog,Medium,76.22116884536067,4.9,8,8.4
1523,Truck,Rainy,Low,87.25254346610285,4.3,6,15.82
1437,Air,Clear,Low,76.87760557375698,2.7,36,37.96
1949,Ship,Clear,Low,119.91344881020343,3.1,24,27.01
